OrderID,CustomerID,OrderDate,FulfillmentDate,OrderAmount,Status
1028,88,2023-09-25 03:46:37.828070,2024-08-29 03:46:37.857850,52.77,Pending
1029,57,2024-07-25 03:46:37.828070,2024-09-09 03:46:37.857850,660.72,Fulfilled
1030,51,2024-09-16 03:46:37.828070,2024-09-01 03:46:37.857850,867.67,Fulfilled
1031,25,2023-09-27 03:46:37.828070,2024-09-14 03:46:37.857850,462.47,Fulfilled
1032,15,2024-02-13 03:46:37.828070,2024-09-07 03:46:37.857850,874.19,Pending
1033,55,2024-03-18 03:46:37.828070,,399.0,Pending
1034,45,2023-12-17 03:46:37.828070,2024-09-12 03:46:37.857850,82.79,Cancelled
1035,66,2024-04-12 03:46:37.828070,2024-08-30 03:46:37.857850,905.11,Fulfilled
1036,90,2024-09-03 03:46:37.828070,2024-08-29 03:46:37.857850,562.98,Cancelled
1037,43,2024-04-01 03:46:37.828070,2024-09-21 03:46:37.857850,768.48,Fulfilled
1038,4,2024-02-01 03:46:37.828070,2024-09-08 03:46:37.857850,432.55,Cancelled
1039,95,2024-05-05 03:46:37.828070,2024-09-18 03:46:37.857850,326.4,Cancelled
1040,80,2024-05-02 03:46:37.828070,,72.38,Fulfilled
1041,93,2024-03-18 03:46:37.828070,,131.0,Cancelled
1042,64,2023-12-19 03:46:37.828070,2024-09-16 03:46:37.857850,485.39,Fulfilled
1043,61,2023-11-13 03:46:37.828070,2024-09-18 03:46:37.857850,678.9,Pending
1044,18,2024-06-11 03:46:37.828070,,410.48,Fulfilled
1045,45,2024-04-19 03:46:37.828070,,99.07,Pending
1046,39,2024-05-31 03:46:37.828070,2024-08-26 03:46:37.857850,159.5,Pending
1047,91,2024-06-16 03:46:37.828070,2024-08-27 03:46:37.857850,652.75,Cancelled
1048,47,2024-04-07 03:46:37.828070,2024-09-21 03:46:37.857850,643.77,Pending
1049,56,2024-02-25 03:46:37.828070,2024-09-14 03:46:37.857850,60.76,Cancelled
1050,1,2024-08-23 03:46:37.828070,2024-09-06 03:46:37.857850,531.29,Cancelled
1051,8,2024-04-14 03:46:37.828070,2024-08-24 03:46:37.857850,100.75,Fulfilled
1052,68,2024-02-11 03:46:37.828070,2024-09-10 03:46:37.857850,272.33,Fulfilled
1053,69,2024-03-11 03:46:37.828070,,294.23,Fulfilled
1054,46,2023-11-23 03:46:37.828070,,27.16,Pending
1055,19,2024-04-16 03:46:37.828070,2024-08-27 03:46:37.857850,341.67,Fulfilled
1056,22,2024-07-08 03:46:37.828070,2024-08-31 03:46:37.857850,621.92,Pending
1057,81,2024-07-19 03:46:37.828070,2024-09-02 03:46:37.857850,717.2,Pending
1058,5,2023-10-19 03:46:37.828070,2024-09-05 03:46:37.857850,753.05,Cancelled
1059,95,2023-11-07 03:46:37.828070,2024-09-02 03:46:37.857850,502.51,Cancelled
1060,79,2023-12-24 03:46:37.828070,2024-08-30 03:46:37.857850,234.37,Fulfilled
1061,50,2023-11-15 03:46:37.828070,2024-09-02 03:46:37.857850,891.88,Fulfilled
1062,66,2024-04-28 03:46:37.828070,,209.72,Pending
1063,65,2023-11-30 03:46:37.828070,2024-09-12 03:46:37.857850,655.06,Fulfilled
1064,2,2024-02-19 03:46:37.828070,2024-09-18 03:46:37.857850,407.14,Pending
1065,45,2024-05-14 03:46:37.828070,2024-09-04 03:46:37.857850,681.1,Pending
1066,24,2024-07-27 03:46:37.828070,,876.91,Pending
1067,65,2024-02-26 03:46:37.828070,2024-09-20 03:46:37.857850,878.14,Cancelled
1068,43,2024-06-13 03:46:37.828070,2024-09-07 03:46:37.857850,736.02,Fulfilled
1069,25,2024-03-29 03:46:37.828070,2024-09-14 03:46:37.857850,132.28,Cancelled
1070,21,2024-09-10 03:46:37.828070,2024-09-14 03:46:37.857850,288.88,Cancelled
1071,62,2024-01-29 03:46:37.828070,2024-09-08 03:46:37.857850,165.71,Pending
1072,41,2024-02-06 03:46:37.828070,2024-09-09 03:46:37.857850,19.91,Pending
1073,71,2023-10-13 03:46:37.828070,2024-09-20 03:46:37.857850,493.06,Pending
1074,95,2024-06-17 03:46:37.828070,2024-08-31 03:46:37.857850,504.18,Pending
1075,54,2023-12-04 03:46:37.828070,2024-09-11 03:46:37.857850,482.28,Cancelled
1076,6,2023-10-06 03:46:37.828070,2024-09-20 03:46:37.857850,313.84,Cancelled
1077,19,2024-08-28 03:46:37.828070,,198.25,Pending
1078,29,2023-11-17 03:46:37.828070,2024-08-27 03:46:37.857850,806.5,Pending
1079,72,2024-03-05 03:46:37.828070,2024-09-15 03:46:37.857850,261.72,Pending
1080,49,2023-12-20 03:46:37.828070,2024-09-15 03:46:37.857850,244.35,Fulfilled
1081,77,2024-01-03 03:46:37.828070,2024-09-19 03:46:37.857850,366.64,Fulfilled
1082,75,2024-07-15 03:46:37.828070,,282.78,Pending
1083,37,2024-02-21 03:46:37.828070,,490.37,Pending
1084,96,2023-10-12 03:46:37.828070,2024-09-06 03:46:37.857850,706.32,Fulfilled
1085,12,2024-07-27 03:46:37.828070,2024-09-15 03:46:37.857850,624.18,Pending
1086,31,2024-03-24 03:46:37.828070,2024-09-14 03:46:37.857850,796.21,Cancelled
1087,61,2024-06-03 03:46:37.828070,,375.84,Cancelled
1088,6,2023-11-21 03:46:37.828070,2024-08-31 03:46:37.857850,400.51,Pending
1089,97,2024-03-07 03:46:37.828070,2024-08-28 03:46:37.857850,60.79,Fulfilled
1090,100,2024-06-03 03:46:37.828070,2024-09-08 03:46:37.857850,594.36,Pending
1091,8,2024-01-22 03:46:37.828070,2024-08-27 03:46:37.857850,707.75,Pending
1092,37,2024-07-01 03:46:37.828070,2024-09-09 03:46:37.857850,237.57,Pending
1093,86,2024-03-30 03:46:37.828070,2024-08-26 03:46:37.857850,906.27,Fulfilled
1094,69,2023-12-18 03:46:37.828070,2024-08-29 03:46:37.857850,273.44,Fulfilled
1095,77,2024-02-09 03:46:37.828070,,392.18,Fulfilled
1096,57,2024-06-09 03:46:37.828070,2024-08-29 03:46:37.857850,225.17,Pending
1097,20,2023-11-01 03:46:37.828070,2024-09-02 03:46:37.857850,192.75,Cancelled
1098,40,2024-02-20 03:46:37.828070,2024-09-07 03:46:37.857850,607.3,Pending
1099,10,2024-08-24 03:46:37.828070,2024-09-07 03:46:37.857850,255.75,Fulfilled
1100,20,2024-04-07 03:46:37.828070,2024-09-03 03:46:37.857850,190.13,Pending
1101,18,2024-01-11 03:46:37.828070,2024-09-08 03:46:37.857850,117.41,Cancelled
1102,10,2023-10-26 03:46:37.828070,2024-09-06 03:46:37.857850,974.67,Pending
1103,38,2024-05-26 03:46:37.828070,2024-08-27 03:46:37.857850,748.41,Cancelled
1104,19,2024-06-27 03:46:37.828070,,605.44,Pending
1105,59,2024-04-18 03:46:37.828070,2024-08-25 03:46:37.857850,471.93,Cancelled
1106,60,2024-04-03 03:46:37.828070,2024-09-13 03:46:37.858847,834.18,Cancelled
1107,17,2024-02-14 03:46:37.828070,2024-09-19 03:46:37.858847,741.25,Pending
1108,89,2023-10-07 03:46:37.828070,2024-09-11 03:46:37.858847,177.17,Fulfilled
1109,25,2024-01-01 03:46:37.828070,2024-08-24 03:46:37.858847,820.22,Cancelled
1110,91,2023-12-26 03:46:37.828070,2024-09-16 03:46:37.858847,845.86,Pending
1111,14,2024-03-12 03:46:37.828070,2024-09-10 03:46:37.858847,804.63,Cancelled
1112,26,2024-03-12 03:46:37.828070,2024-08-28 03:46:37.858847,676.25,Pending
1113,7,2024-07-09 03:46:37.828070,,306.03,Fulfilled
1114,79,2024-07-03 03:46:37.828070,2024-09-19 03:46:37.858847,695.82,Cancelled
1115,1,2024-09-20 03:46:37.828070,2024-09-21 03:46:37.858847,563.74,Fulfilled
1116,38,2023-11-30 03:46:37.828070,2024-09-18 03:46:37.858847,815.4,Pending
1117,96,2023-11-08 03:46:37.828070,2024-09-03 03:46:37.858847,679.25,Cancelled
1118,90,2024-04-06 03:46:37.828070,2024-08-24 03:46:37.858847,738.21,Cancelled
1119,42,2024-03-26 03:46:37.828070,2024-09-09 03:46:37.858847,230.97,Pending
1120,95,2024-05-02 03:46:37.828070,,239.61,Pending
1121,24,2024-08-03 03:46:37.828070,2024-09-14 03:46:37.858847,301.86,Cancelled
1122,98,2023-11-30 03:46:37.828070,2024-09-07 03:46:37.858847,493.27,Fulfilled
1123,93,2024-04-05 03:46:37.828070,,390.46,Fulfilled
1124,73,2023-11-14 03:46:37.828070,,535.94,Pending
1125,72,2024-08-08 03:46:37.828070,2024-09-20 03:46:37.858847,356.83,Cancelled
1126,59,2023-11-25 03:46:37.828070,2024-09-10 03:46:37.858847,986.08,Cancelled
1127,69,2024-08-16 03:46:37.828070,2024-09-13 03:46:37.858847,481.39,Fulfilled
1128,99,2024-08-08 03:46:37.828070,2024-09-02 03:46:37.858847,510.3,Pending
1129,5,2024-05-09 03:46:37.828070,2024-09-10 03:46:37.858847,975.01,Cancelled
1130,71,2023-10-21 03:46:37.828070,2024-08-26 03:46:37.858847,181.3,Cancelled
1131,20,2023-12-25 03:46:37.828070,2024-09-16 03:46:37.858847,456.76,Pending
1132,4,2024-04-20 03:46:37.828070,2024-08-27 03:46:37.858847,365.84,Cancelled
1133,95,2023-10-05 03:46:37.828070,2024-08-27 03:46:37.858847,797.01,Fulfilled
1134,80,2024-01-21 03:46:37.828070,2024-09-17 03:46:37.858847,814.3,Fulfilled
1135,100,2024-07-18 03:46:37.828070,2024-09-12 03:46:37.858847,176.08,Pending
1136,35,2023-11-10 03:46:37.828070,2024-08-25 03:46:37.858847,812.24,Cancelled
1137,9,2023-10-05 03:46:37.828070,2024-08-28 03:46:37.858847,798.55,Cancelled
1138,50,2024-09-11 03:46:37.828070,2024-08-27 03:46:37.858847,822.43,Fulfilled
1139,1,2024-02-23 03:46:37.828070,2024-09-04 03:46:37.858847,984.62,Cancelled
1140,7,2023-11-20 03:46:37.828070,,470.38,Cancelled
1141,86,2023-11-30 03:46:37.828070,2024-09-15 03:46:37.858847,289.11,Pending
1142,39,2024-08-23 03:46:37.828070,2024-09-02 03:46:37.858847,180.39,Fulfilled
1143,51,2023-10-03 03:46:37.828070,,150.03,Pending
1144,33,2024-09-12 03:46:37.828070,2024-09-17 03:46:37.858847,82.91,Fulfilled
1145,36,2024-03-20 03:46:37.828070,2024-08-24 03:46:37.858847,163.0,Pending
1146,16,2024-06-03 03:46:37.828070,2024-08-24 03:46:37.858847,304.42,Fulfilled
1147,75,2024-05-27 03:46:37.828070,2024-09-07 03:46:37.858847,95.74,Cancelled
1148,15,2024-07-08 03:46:37.828070,,296.34,Pending
1149,93,2024-07-25 03:46:37.828070,2024-09-12 03:46:37.858847,836.69,Pending
1150,61,2024-05-20 03:46:37.828070,2024-09-07 03:46:37.858847,569.9,Fulfilled
1151,65,2024-03-12 03:46:37.828070,2024-08-28 03:46:37.858847,38.68,Pending
1152,16,2024-09-08 03:46:37.828070,2024-08-28 03:46:37.858847,111.36,Fulfilled
1153,42,2024-06-05 03:46:37.828070,2024-09-03 03:46:37.858847,490.53,Fulfilled
1154,50,2023-09-27 03:46:37.828070,2024-09-11 03:46:37.858847,182.91,Cancelled
1155,34,2024-01-20 03:46:37.828070,2024-09-01 03:46:37.858847,694.79,Fulfilled
1156,61,2024-07-06 03:46:37.828070,2024-08-24 03:46:37.858847,106.27,Fulfilled
1157,75,2023-11-16 03:46:37.828070,,270.99,Fulfilled
1158,91,2024-04-23 03:46:37.828070,,380.42,Fulfilled
1159,83,2023-11-15 03:46:37.828070,2024-08-30 03:46:37.858847,706.06,Pending
1160,12,2024-02-26 03:46:37.828070,,459.73,Cancelled
1161,16,2024-07-30 03:46:37.828070,2024-09-14 03:46:37.858847,556.7,Fulfilled
1162,8,2024-08-11 03:46:37.828070,2024-09-19 03:46:37.858847,645.75,Cancelled
1163,34,2023-12-19 03:46:37.828070,2024-08-26 03:46:37.858847,919.67,Fulfilled
1164,46,2023-10-26 03:46:37.828070,2024-09-21 03:46:37.858847,384.56,Pending
1165,21,2024-06-03 03:46:37.828070,2024-08-25 03:46:37.858847,553.91,Cancelled
1166,51,2024-01-22 03:46:37.828070,2024-09-21 03:46:37.858847,671.98,Pending
1167,14,2024-03-09 03:46:37.828070,2024-09-08 03:46:37.858847,736.16,Cancelled
1168,6,2023-12-15 03:46:37.828070,2024-08-29 03:46:37.858847,26.51,Fulfilled
1169,1,2024-05-03 03:46:37.828070,2024-08-23 03:46:37.858847,353.01,Cancelled
1170,60,2024-09-13 03:46:37.828070,,217.38,Cancelled
1171,19,2024-06-19 03:46:37.828070,,470.73,Cancelled
1172,56,2024-05-08 03:46:37.828070,,398.22,Cancelled
1173,68,2024-04-06 03:46:37.828070,2024-09-02 03:46:37.858847,609.1,Cancelled
1174,25,2023-12-06 03:46:37.828070,2024-09-14 03:46:37.858847,802.27,Pending
1175,9,2023-12-09 03:46:37.828070,2024-09-20 03:46:37.858847,263.76,Pending
1176,95,2024-02-11 03:46:37.828070,2024-08-29 03:46:37.858847,764.48,Fulfilled
1177,100,2024-01-25 03:46:37.828070,2024-09-12 03:46:37.858847,71.13,Fulfilled
1178,55,2023-12-31 03:46:37.828070,2024-09-05 03:46:37.858847,273.37,Fulfilled
1179,45,2024-05-13 03:46:37.828070,2024-09-19 03:46:37.858847,915.5,Cancelled
1180,5,2024-07-11 03:46:37.828070,,853.63,Pending
1181,11,2023-12-31 03:46:37.828070,,441.46,Pending
1182,81,2024-08-26 03:46:37.828070,2024-09-13 03:46:37.858847,335.95,Cancelled
1183,91,2023-10-04 03:46:37.828070,,379.21,Fulfilled
1184,86,2024-07-07 03:46:37.828070,2024-09-21 03:46:37.858847,51.39,Pending
1185,69,2024-03-26 03:46:37.828070,2024-09-09 03:46:37.858847,313.3,Fulfilled
1186,55,2024-05-02 03:46:37.828070,2024-09-10 03:46:37.858847,773.55,Fulfilled
1187,25,2024-06-12 03:46:37.828070,2024-08-26 03:46:37.858847,119.29,Cancelled
1188,57,2024-09-17 03:46:37.828070,2024-08-27 03:46:37.858847,826.51,Fulfilled
1189,58,2024-03-04 03:46:37.828070,,952.48,Cancelled
1190,48,2024-09-18 03:46:37.828070,,791.39,Cancelled
1191,82,2024-01-05 03:46:37.828070,2024-08-29 03:46:37.858847,193.01,Pending
1192,89,2023-12-22 03:46:37.828070,2024-09-10 03:46:37.858847,880.96,Fulfilled
1193,18,2024-02-17 03:46:37.828070,2024-09-14 03:46:37.858847,501.68,Cancelled
1194,49,2024-05-14 03:46:37.828070,2024-09-12 03:46:37.858847,776.78,Cancelled
1195,25,2023-10-31 03:46:37.828070,2024-09-10 03:46:37.858847,127.48,Cancelled
1196,3,2024-01-12 03:46:37.828070,2024-08-30 03:46:37.858847,404.72,Pending
1197,69,2023-09-30 03:46:37.828070,,157.34,Pending
1198,15,2024-05-15 03:46:37.828070,2024-08-27 03:46:37.858847,754.38,Fulfilled
1199,96,2024-04-15 03:46:37.828070,2024-09-05 03:46:37.858847,636.53,Cancelled
1200,25,2024-08-25 03:46:37.828070,2024-09-15 03:46:37.858847,815.1,Cancelled
1201,3,2023-09-26 03:46:37.828070,2024-09-17 03:46:37.858847,596.48,Pending
1202,76,2023-09-26 03:46:37.828070,2024-09-17 03:46:37.858847,228.86,Fulfilled
1203,77,2024-03-20 03:46:37.828070,2024-08-26 03:46:37.858847,128.13,Cancelled
1204,20,2024-06-13 03:46:37.828070,2024-09-10 03:46:37.858847,109.96,Pending
1205,100,2023-10-02 03:46:37.828070,2024-09-11 03:46:37.858847,556.4,Cancelled
1206,49,2024-06-12 03:46:37.828070,2024-09-10 03:46:37.858847,357.41,Cancelled
1207,47,2024-03-24 03:46:37.828070,2024-09-08 03:46:37.858847,194.81,Pending
1208,64,2024-07-02 03:46:37.828070,2024-08-29 03:46:37.858847,315.52,Fulfilled
1209,12,2023-10-29 03:46:37.828070,2024-08-27 03:46:37.858847,104.72,Pending
1210,83,2024-06-03 03:46:37.828070,2024-09-05 03:46:37.858847,499.4,Fulfilled
1211,37,2024-05-07 03:46:37.828070,2024-08-26 03:46:37.858847,452.66,Fulfilled
1212,53,2023-10-29 03:46:37.828070,,893.01,Cancelled
1213,6,2023-11-24 03:46:37.828070,,397.86,Fulfilled
1214,7,2024-07-31 03:46:37.828070,2024-09-03 03:46:37.858847,507.42,Pending
1215,9,2024-07-28 03:46:37.828070,2024-09-08 03:46:37.858847,483.85,Pending
1216,5,2023-09-30 03:46:37.828070,2024-08-29 03:46:37.858847,277.91,Fulfilled
1217,77,2024-08-15 03:46:37.828070,2024-09-13 03:46:37.858847,157.25,Fulfilled
1218,19,2024-09-16 03:46:37.828070,2024-09-03 03:46:37.858847,181.88,Fulfilled
1219,77,2024-04-27 03:46:37.828070,2024-08-28 03:46:37.858847,69.47,Pending
1220,56,2024-05-22 03:46:37.828070,2024-08-30 03:46:37.858847,867.46,Pending
1221,16,2024-02-28 03:46:37.828070,2024-08-28 03:46:37.858847,940.33,Pending
1222,51,2024-04-10 03:46:37.828070,2024-09-13 03:46:37.858847,114.72,Cancelled
1223,85,2023-12-27 03:46:37.828070,2024-08-28 03:46:37.858847,871.38,Pending
1224,21,2024-02-20 03:46:37.828070,,351.58,Cancelled
1225,20,2024-01-10 03:46:37.828070,2024-08-30 03:46:37.858847,64.95,Pending
1226,88,2024-06-28 03:46:37.828070,,214.13,Pending
1227,29,2024-07-02 03:46:37.828070,2024-09-08 03:46:37.858847,200.58,Cancelled
1228,15,2024-09-06 03:46:37.828070,2024-09-16 03:46:37.858847,267.52,Fulfilled
1229,52,2024-02-27 03:46:37.828070,2024-09-13 03:46:37.858847,626.33,Pending
1230,18,2023-11-24 03:46:37.828070,2024-09-10 03:46:37.858847,313.49,Cancelled
1231,47,2023-11-08 03:46:37.828070,2024-08-26 03:46:37.858847,789.28,Fulfilled
1232,18,2024-07-01 03:46:37.828070,,371.34,Fulfilled
1233,6,2024-01-24 03:46:37.828070,,423.47,Fulfilled
1234,75,2024-09-06 03:46:37.828070,2024-08-25 03:46:37.858847,186.72,Pending
1235,83,2024-08-25 03:46:37.828070,2024-09-19 03:46:37.858847,553.64,Cancelled
1236,32,2024-04-20 03:46:37.828070,2024-09-10 03:46:37.858847,395.58,Fulfilled
1237,88,2024-05-04 03:46:37.828070,2024-09-12 03:46:37.858847,614.61,Cancelled
1238,90,2024-04-13 03:46:37.828070,,772.29,Pending
1239,34,2024-03-01 03:46:37.828070,2024-08-27 03:46:37.858847,774.9,Cancelled
1240,31,2024-03-19 03:46:37.828070,2024-08-30 03:46:37.858847,128.54,Cancelled
1241,94,2024-07-17 03:46:37.828070,,593.36,Cancelled
1242,85,2024-06-19 03:46:37.828070,,459.68,Fulfilled
1243,10,2024-04-22 03:46:37.828070,2024-09-20 03:46:37.858847,820.74,Cancelled
1244,76,2024-07-08 03:46:37.828070,2024-09-17 03:46:37.858847,328.62,Pending
1245,53,2024-08-04 03:46:37.828070,2024-09-13 03:46:37.858847,143.46,Cancelled
1246,56,2024-01-14 03:46:37.828070,2024-09-02 03:46:37.858847,23.04,Fulfilled
1247,89,2024-08-31 03:46:37.828070,,78.88,Pending
1248,99,2024-05-07 03:46:37.828070,2024-08-31 03:46:37.858847,112.11,Pending
1249,83,2024-01-03 03:46:37.828070,2024-08-27 03:46:37.858847,155.05,Pending
1250,80,2024-07-12 03:46:37.828070,2024-09-08 03:46:37.858847,819.93,Fulfilled
1251,87,2024-05-03 03:46:37.828070,2024-09-09 03:46:37.858847,557.81,Pending
1252,30,2024-04-21 03:46:37.828070,2024-08-29 03:46:37.858847,937.39,Pending
1253,85,2023-10-24 03:46:37.828070,2024-09-10 03:46:37.858847,619.66,Cancelled
1254,50,2024-04-06 03:46:37.828070,2024-09-18 03:46:37.858847,685.89,Pending
1255,62,2024-05-13 03:46:37.828070,2024-09-21 03:46:37.858847,234.47,Pending
1256,54,2024-05-02 03:46:37.828070,2024-09-10 03:46:37.858847,994.66,Fulfilled
1257,63,2024-08-06 03:46:37.828070,2024-09-04 03:46:37.858847,605.98,Pending
1258,82,2024-03-15 03:46:37.828070,2024-09-13 03:46:37.858847,701.85,Fulfilled
1259,1,2024-08-26 03:46:37.828070,,167.65,Cancelled
1260,68,2023-11-27 03:46:37.828070,2024-08-25 03:46:37.858847,501.65,Pending
1261,63,2024-04-01 03:46:37.828070,2024-09-02 03:46:37.858847,279.99,Fulfilled
1262,89,2024-02-24 03:46:37.828070,,399.55,Pending
1263,90,2024-05-16 03:46:37.828070,2024-09-01 03:46:37.858847,151.18,Cancelled
1264,10,2023-10-13 03:46:37.828070,2024-09-06 03:46:37.858847,451.36,Fulfilled
1265,68,2024-01-02 03:46:37.828070,2024-09-17 03:46:37.858847,975.42,Pending
1266,26,2024-01-21 03:46:37.828070,2024-08-26 03:46:37.858847,89.49,Fulfilled
1267,7,2024-08-04 03:46:37.828070,,924.5,Fulfilled
1268,92,2023-11-25 03:46:37.828070,2024-09-14 03:46:37.858847,335.48,Pending
1269,81,2023-10-11 03:46:37.828070,2024-08-29 03:46:37.858847,803.68,Fulfilled
1270,26,2024-02-10 03:46:37.828070,2024-09-21 03:46:37.858847,496.63,Pending
1271,30,2023-11-22 03:46:37.828070,2024-08-30 03:46:37.858847,54.65,Fulfilled
1272,67,2023-10-31 03:46:37.828070,2024-09-15 03:46:37.858847,779.23,Fulfilled
1273,11,2023-12-28 03:46:37.828070,2024-09-14 03:46:37.858847,24.39,Pending
1274,39,2024-08-14 03:46:37.828070,2024-09-05 03:46:37.858847,749.59,Cancelled
1275,26,2024-02-10 03:46:37.828070,,176.68,Pending
1276,73,2023-11-07 03:46:37.828070,2024-08-30 03:46:37.858847,811.26,Pending
1277,91,2024-09-01 03:46:37.828070,2024-09-21 03:46:37.858847,690.78,Cancelled
1278,94,2023-10-20 03:46:37.828070,2024-08-23 03:46:37.858847,739.61,Fulfilled
1279,63,2024-02-27 03:46:37.828070,2024-09-13 03:46:37.858847,586.39,Pending
1280,3,2024-02-17 03:46:37.828070,,176.01,Cancelled
1281,44,2024-01-09 03:46:37.828070,2024-08-29 03:46:37.858847,305.68,Pending
1282,40,2023-10-30 03:46:37.828070,2024-09-07 03:46:37.858847,121.92,Fulfilled
1283,93,2023-10-13 03:46:37.828070,2024-09-18 03:46:37.858847,245.18,Cancelled
1284,89,2023-10-23 03:46:37.828070,2024-09-08 03:46:37.858847,315.86,Cancelled
1285,22,2024-01-20 03:46:37.828070,2024-09-21 03:46:37.858847,816.6,Cancelled
1286,68,2024-06-10 03:46:37.828070,2024-09-14 03:46:37.858847,376.27,Pending
1287,82,2023-11-04 03:46:37.828070,2024-09-09 03:46:37.858847,553.31,Pending
1288,100,2024-02-29 03:46:37.828070,2024-08-27 03:46:37.858847,823.5,Cancelled
1289,34,2024-09-13 03:46:37.828070,2024-08-23 03:46:37.858847,513.86,Pending
1290,10,2024-03-23 03:46:37.828070,2024-09-17 03:46:37.858847,60.98,Cancelled
1291,23,2024-01-21 03:46:37.828070,2024-09-02 03:46:37.858847,395.99,Pending
1292,40,2024-08-12 03:46:37.828070,2024-09-04 03:46:37.858847,69.12,Cancelled
1293,75,2024-08-31 03:46:37.828070,2024-09-13 03:46:37.858847,965.81,Cancelled
1294,16,2023-11-29 03:46:37.828070,2024-08-29 03:46:37.858847,291.47,Pending
1295,64,2024-05-28 03:46:37.828070,2024-09-06 03:46:37.858847,245.01,Fulfilled
1296,47,2024-04-15 03:46:37.828070,2024-09-07 03:46:37.858847,988.17,Fulfilled
1297,87,2024-08-17 03:46:37.828070,2024-09-21 03:46:37.858847,227.42,Fulfilled
1298,59,2023-11-19 03:46:37.828070,2024-09-01 03:46:37.858847,558.55,Cancelled
1299,95,2023-11-04 03:46:37.828070,2024-08-27 03:46:37.858847,167.12,Cancelled
1300,71,2024-04-12 03:46:37.828070,,499.41,Cancelled
1301,91,2024-04-01 03:46:37.828070,2024-09-04 03:46:37.858847,912.97,Pending
1302,58,2024-06-29 03:46:37.828070,2024-09-17 03:46:37.858847,887.83,Cancelled
1303,28,2024-01-04 03:46:37.828070,2024-08-28 03:46:37.858847,208.78,Cancelled
1304,85,2023-12-13 03:46:37.828070,2024-08-26 03:46:37.858847,503.11,Cancelled
1305,27,2023-12-18 03:46:37.828070,2024-09-13 03:46:37.858847,629.56,Pending
1306,78,2023-09-25 03:46:37.828070,2024-09-11 03:46:37.858847,596.9,Cancelled
1307,68,2023-11-17 03:46:37.828070,2024-09-01 03:46:37.858847,484.8,Fulfilled
1308,91,2024-08-05 03:46:37.828070,2024-08-30 03:46:37.858847,440.7,Pending
1309,30,2023-11-26 03:46:37.828070,2024-08-29 03:46:37.858847,552.05,Cancelled
1310,44,2024-06-25 03:46:37.828070,2024-09-15 03:46:37.858847,361.22,Cancelled
1311,82,2024-09-15 03:46:37.828070,2024-09-19 03:46:37.858847,339.09,Fulfilled
1312,89,2024-02-24 03:46:37.828070,2024-09-13 03:46:37.858847,604.52,Pending
1313,58,2023-11-19 03:46:37.828070,2024-09-08 03:46:37.858847,711.24,Pending
1314,48,2024-08-02 03:46:37.828070,2024-08-28 03:46:37.858847,269.42,Fulfilled
1315,74,2023-11-03 03:46:37.828070,2024-09-14 03:46:37.858847,856.9,Pending
1316,65,2024-03-13 03:46:37.828070,,529.92,Cancelled
1317,67,2024-06-28 03:46:37.828070,2024-09-05 03:46:37.858847,773.37,Pending
1318,32,2023-10-13 03:46:37.828070,2024-09-15 03:46:37.858847,288.56,Pending
1319,45,2023-09-24 03:46:37.828070,2024-08-25 03:46:37.858847,25.42,Cancelled
1320,10,2023-11-14 03:46:37.828070,2024-08-27 03:46:37.858847,261.39,Pending
1321,63,2024-01-25 03:46:37.828070,2024-09-19 03:46:37.858847,412.49,Fulfilled
1322,51,2023-10-24 03:46:37.828070,,634.47,Pending
1323,17,2023-11-20 03:46:37.828070,2024-08-25 03:46:37.858847,912.52,Cancelled
1324,77,2024-08-12 03:46:37.828070,2024-09-09 03:46:37.858847,26.68,Cancelled
1325,18,2023-12-13 03:46:37.828070,2024-08-24 03:46:37.858847,421.45,Pending
1326,60,2024-01-09 03:46:37.828070,2024-08-30 03:46:37.858847,512.87,Fulfilled
1327,55,2023-10-16 03:46:37.828070,,992.11,Fulfilled
1328,81,2024-09-02 03:46:37.828070,2024-08-25 03:46:37.858847,795.09,Fulfilled
1329,49,2024-05-12 03:46:37.828070,2024-09-15 03:46:37.858847,666.88,Fulfilled
1330,59,2024-08-20 03:46:37.828070,2024-08-24 03:46:37.858847,702.86,Cancelled
1331,42,2024-05-03 03:46:37.828070,2024-09-11 03:46:37.858847,235.43,Pending
1332,45,2024-07-06 03:46:37.828070,2024-09-13 03:46:37.858847,15.38,Pending
1333,61,2023-09-25 03:46:37.828070,2024-09-02 03:46:37.858847,90.87,Cancelled
1334,42,2024-07-31 03:46:37.828070,2024-08-23 03:46:37.858847,61.76,Pending
1335,47,2024-08-23 03:46:37.828070,2024-09-05 03:46:37.858847,552.01,Fulfilled
1336,20,2024-06-09 03:46:37.828070,2024-09-06 03:46:37.858847,249.55,Fulfilled
1337,37,2024-08-25 03:46:37.828070,,46.95,Cancelled
1338,37,2024-06-24 03:46:37.828070,2024-08-24 03:46:37.858847,511.2,Pending
1339,37,2024-06-28 03:46:37.828070,,410.43,Cancelled
1340,36,2024-02-29 03:46:37.828070,2024-09-15 03:46:37.858847,293.64,Cancelled
1341,80,2024-09-03 03:46:37.828070,2024-08-28 03:46:37.858847,653.18,Pending
1342,16,2024-08-11 03:46:37.828070,2024-09-21 03:46:37.858847,485.46,Fulfilled
1343,19,2024-05-28 03:46:37.828070,2024-09-07 03:46:37.858847,605.66,Cancelled
1344,78,2024-03-24 03:46:37.828070,2024-09-07 03:46:37.858847,417.71,Pending
